dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,3.723681,3.954222,2.211553,2.258725,-1.679637,-0.959540,0.322481
0.020000,3.765923,3.968203,2.256048,2.224752,-1.698621,-0.949193,0.316691
0.020000,3.807593,3.981720,2.299856,2.190403,-1.717462,-0.942039,0.310596
0.020000,3.848685,3.994767,2.342969,2.155679,-1.736198,-0.936812,0.304216
0.020000,3.889191,4.007338,2.385381,2.120584,-1.754759,-0.928036,0.297575
0.020000,3.929102,4.019429,2.427083,2.085118,-1.773298,-0.926951,0.290693
0.020000,3.968410,4.031038,2.468069,2.049286,-1.791600,-0.915097,0.283593
0.020000,4.007104,4.042163,2.508331,2.013090,-1.809799,-0.909949,0.276296
0.020000,4.045175,4.052806,2.547862,1.976532,-1.827895,-0.904819,0.268824
0.020000,4.082613,4.062967,2.586654,1.939615,-1.845842,-0.897348,0.261199
0.020000,4.119407,4.072651,2.624701,1.902345,-1.863523,-0.884057,0.253440
0.020000,4.155546,4.081860,2.661995,1.864723,-1.881087,-0.878192,0.245570
0.020000,4.191020,4.090602,2.698530,1.826756,-1.898369,-0.864080,0.237608
0.020000,4.225817,4.098882,2.734299,1.788447,-1.915415,-0.852317,0.229575
0.020000,4.259927,4.106709,2.769295,1.749805,-1.932124,-0.835443,0.221491
0.020000,4.293338,4.114091,2.803512,1.710834,-1.948552,-0.821397,0.213376
0.020000,4.326039,4.121038,2.836943,1.671541,-1.964632,-0.804002,0.205247
0.020000,4.358019,4.127560,2.869582,1.631936,-1.980276,-0.782231,0.197125
0.020000,4.389268,4.133670,2.901422,1.592026,-1.995458,-0.759093,0.189026
0.020000,4.419775,4.139380,2.932458,1.551821,-2.010298,-0.741970,0.180970
0.020000,4.449529,4.144701,2.962685,1.511327,-2.024650,-0.717641,0.172972
0.020000,4.478521,4.149649,2.992096,1.470558,-2.038497,-0.692305,0.165049
0.020000,4.506741,4.154236,3.020687,1.429525,-2.051613,-0.655820,0.157217
0.020000,4.534180,4.158478,3.048451,1.388233,-2.064591,-0.648896,0.149491
0.020000,4.560829,4.162388,3.075385,1.346701,-2.076634,-0.602162,0.141885
0.020000,4.586679,4.165982,3.101484,1.304936,-2.088259,-0.581226,0.134414
0.020000,4.611722,4.169276,3.126743,1.262945,-2.099527,-0.563417,0.127091
0.020000,4.635951,4.172284,3.151158,1.220751,-2.109692,-0.508263,0.119927
0.020000,4.659358,4.175022,3.174725,1.178352,-2.119959,-0.513354,0.112936
0.020000,4.681938,4.177505,3.197440,1.135769,-2.129176,-0.460830,0.106127
0.020000,4.703682,4.179749,3.219301,1.093008,-2.138046,-0.443517,0.099512
0.020000,4.724587,4.181768,3.240302,1.050089,-2.145916,-0.393491,0.093100
0.020000,4.744646,4.183578,3.260443,1.007011,-2.153934,-0.400907,0.086900
0.020000,4.763853,4.185194,3.279718,0.963789,-2.161065,-0.356547,0.080921
0.020000,4.782206,4.186629,3.298127,0.920432,-2.167857,-0.339593,0.075171
0.020000,4.799699,4.187898,3.315666,0.876962,-2.173486,-0.281450,0.069657
0.020000,4.816329,4.189015,3.332334,0.833368,-2.179744,-0.312919,0.064385
0.020000,4.832093,4.189991,3.348127,0.789676,-2.184558,-0.240698,0.059363
0.020000,4.846986,4.190841,3.363045,0.745890,-2.189330,-0.238600,0.054595
0.020000,4.861007,4.191575,3.377085,0.702008,-2.194099,-0.238446,0.050087
0.020000,4.874153,4.192206,3.390246,0.658060,-2.197409,-0.165472,0.045843
0.020000,4.886422,4.192745,3.402527,0.614024,-2.201792,-0.219180,0.041868
0.020000,4.897811,4.193201,3.413925,0.569934,-2.204476,-0.134160,0.038166
0.020000,4.908320,4.193584,3.424441,0.525775,-2.207947,-0.173591,0.034740
0.020000,4.917946,4.193904,3.434073,0.481582,-2.209642,-0.084723,0.031593
0.020000,4.926689,4.194167,3.442819,0.437322,-2.213009,-0.168355,0.028728
0.020000,4.934546,4.194383,3.450680,0.393035,-2.214352,-0.067165,0.026148
0.020000,4.941519,4.194557,3.457654,0.348711,-2.216226,-0.093694,0.023854
0.020000,4.947604,4.194696,3.463741,0.304343,-2.218388,-0.108116,0.021849
0.020000,4.952802,4.194806,3.468940,0.259966,-2.218839,-0.022518,0.020134
0.020000,4.957112,4.194889,3.473251,0.215558,-2.220396,-0.077849,0.018710
0.020000,4.960534,4.194951,3.476674,0.171129,-2.221461,-0.053239,0.017578
0.020000,4.963068,4.194995,3.479208,0.126692,-2.221878,-0.020884,0.016740
0.020000,4.964712,4.195022,3.480853,0.082244,-2.222393,-0.025718,0.016196
0.020000,4.965502,4.195035,3.481642,0.039459,-2.139252,4.157052,0.015934
0.020000,4.965690,4.195038,3.481831,0.009448,-1.500531,31.936018,0.015872
0.020000,4.965690,4.195038,3.481831,0.000000,-0.472401,51.406509,0.015872
